BOWLING_ODIs_Mat,BOWLING_ODIs_Balls,BOWLING_ODIs_Runs,BOWLING_ODIs_Wkts,BOWLING_ODIs_Ave,BOWLING_ODIs_Econ,BOWLING_ODIs_SR,BOWLING_ODIs_4w,BOWLING_ODIs_5w,BATTING_ODIs_Mat,BATTING_ODIs_NO,BATTING_ODIs_Runs,BATTING_ODIs_HS,BATTING_ODIs_Ave,BATTING_ODIs_BF,BATTING_ODIs_SR,BATTING_ODIs_100,BATTING_ODIs_50,BATTING_ODIs_4s,BATTING_ODIs_6s,BATTING_ODIs_Ct,BATTING_ODIs_St,Playing role,NAME,COUNTRY,ID
2.0,105,110,1,110,6.28,105,0,0,2.0,-,-,-,-,-,-,-,-,-,-,3.0,0.0,Bowler,Seth Rance,New Zealand,395057
188.0,6114,4839,137,35.32,4.74,44.6,4,1,188.0,23,4483,141,32.48,5645,79.41,4,28,353,68,73.0,0.0,Allrounder,Scott Styris,New Zealand,38407
4.0,-,-,-,-,-,-,-,-,4.0,0,26,14,6.5,59,44.06,0,0,2,0,0.0,0.0,Top-order batsman,Shanan Stewart,New Zealand,38418
51.0,3,6,0,-,12,-,0,0,51.0,0,936,86,18.72,1202,77.87,0,5,123,9,15.0,0.0,Opening batsman,Craig Spearman,New Zealand,38401
139.0,6967,6303,185,34.07,5.42,37.6,4,3,139.0,31,669,55,12.62,670,99.85,0,1,53,26,39.0,0.0,Bowler,Tim Southee,New Zealand,232364
30.0,1512,1395,39,35.76,5.53,38.7,1,0,30.0,2,62,24,6.2,84,73.8,0,0,2,4,7.0,0.0,Bowler,Ish Sodhi,New Zealand,559066
3.0,-,-,-,-,-,-,-,-,3.0,0,33,22,16.5,27,122.22,0,0,2,1,7.0,1.0,Wicketkeeper batsman,Tim Seifert,New Zealand,625964
119.0,1704,1267,43,29.46,4.46,39.6,1,0,119.0,15,3821,137*,38.98,5070,75.36,6,21,431,8,46.0,0.0,Top-order batsman,Amy Satterthwaite,New Zealand,233007
59.0,2677,2187,63,34.71,4.9,42.4,0,1,59.0,16,826,67,27.53,922,89.58,0,2,58,24,22.0,0.0,Bowling allrounder,Mitchell Santner,New Zealand,502714
87.0,272,235,4,58.75,5.18,68,0,0,87.0,11,2717,103,38.81,3603,75.4,1,20,240,33,37.0,0.0,Top-order batsman,Roger Twose,New Zealand,38624
94.0,4333,3534,110,32.12,4.89,39.3,2,0,94.0,21,295,36,9.51,372,79.3,0,0,23,7,20.0,0.0,Bowler,Daryl Tuffey,New Zealand,38620
1.0,24,42,0,-,10.5,-,0,0,1.0,-,-,-,-,-,-,-,-,-,-,0.0,0.0,Bowler,Ewen Thompson,New Zealand,38626
218.0,42,35,0,-,5,-,0,0,218.0,37,8026,181*,48.34,9626,83.37,20,47,665,138,137.0,0.0,Middle-order batsman,Ross Taylor,New Zealand,38699
66.0,3028,2187,70,31.24,4.33,43.2,2,0,66.0,12,220,26,8.14,325,67.69,0,0,23,1,20.0,0.0,Bowler,Lea Tahuhu,New Zealand,380929
102.0,20,25,1,25,7.5,20,0,0,102.0,10,2413,172,27.11,3453,69.88,3,11,222,37,41.0,0.0,Batsman,Lou Vincent,New Zealand,38714
295.0,14060,9674,305,31.71,4.12,46,8,2,295.0,57,2253,83,17.33,2715,82.98,0,4,175,15,88.0,0.0,Allrounder,Daniel Vettori,New Zealand,38710
10.0,6,5,0,-,5,-,0,0,10.0,2,272,58,34,379,71.76,0,3,23,3,5.0,0.0,Batting allrounder,George Worker,New Zealand,277911
4.0,164,155,3,51.66,5.67,54.6,0,0,4.0,1,14,11,14,22,63.63,0,0,1,0,0.0,0.0,Allrounder,Luke Woodcock,New Zealand,38920
15.0,450,368,12,30.66,4.9,37.5,1,0,15.0,5,45,16,22.5,83,54.21,0,0,3,1,2.0,0.0,Bowler,Paul Wiseman,New Zealand,38753
139.0,1377,1246,35,35.6,5.42,39.3,1,0,139.0,12,5554,145*,45.9,6723,82.61,11,37,509,46,54.0,0.0,Top-order batsman,Kane Williamson,New Zealand,277906
6.0,309,315,8,39.37,6.11,38.6,0,0,6.0,4,58,39*,-,47,123.4,0,0,4,3,1.0,0.0,Bowler,Ben Wheeler,New Zealand,440523
28.0,-,-,-,-,-,-,-,-,28.0,2,573,96*,24.91,838,68.37,0,5,58,3,20.0,0.0,Wicketkeeper batsman,BJ Watling,New Zealand,38924
6.0,177,113,6,18.83,3.83,29.5,0,0,6.0,0,86,62,17.2,97,88.65,0,1,14,0,0.0,0.0,Batting allrounder,Jess Watkin,New Zealand,697885
111.0,6021,4937,150,32.91,4.91,40.1,1,0,111.0,19,675,65,16.07,776,86.98,0,1,59,6,30.0,0.0,Bowling allrounder,Ravichandran Ashwin,India,26421
49.0,2505,1883,85,22.15,4.51,29.4,4,1,49.0,5,18,10*,3.6,42,42.85,0,0,2,1,16.0,0.0,Bowler,Jasprit Bumrah,India,625383
8.0,378,338,11,30.72,5.36,34.3,0,0,8.0,1,9,5,4.5,17,52.94,0,0,1,0,1.0,0.0,Bowler,Khaleel Ahmed,India,942645
191.0,9484,8021,288,27.85,5.07,32.9,10,2,191.0,26,1269,95,14.58,1574,80.62,0,3,103,22,52.0,0.0,Bowler,Ajit Agarkar,India,26184
57.0,3075,1873,88,21.28,3.65,34.9,1,2,57.0,15,163,18*,9.05,256,63.67,0,0,15,0,14.0,0.0,Bowler,Ekta Bisht,India,442048
14.0,490,439,20,21.95,5.37,24.5,0,1,14.0,3,230,77,28.75,246,93.49,0,1,23,5,3.0,0.0,Allrounder,Stuart Binny,India,27223
9.0,380,419,11,38.09,6.61,34.5,0,0,9.0,2,8,6*,8,15,53.33,0,0,1,0,1.0,0.0,Bowler,Varun Aaron,India,360911
9.0,-,-,-,-,-,-,-,-,9.0,0,93,68,23.25,111,83.78,0,1,11,0,9.0,4.0,Wicketkeeper batsman,Taniya Bhatia,India,883423
30.0,1447,1344,34,39.52,5.57,42.5,1,0,30.0,6,120,21*,12,152,78.94,0,0,8,3,11.0,0.0,Bowler,Lakshmipathy Balaji,India,26829
7.0,-,-,-,-,-,-,-,-,7.0,1,79,27*,15.8,172,45.93,0,0,4,0,2.0,0.0,Middle-order batsman,S Badrinath,India,26806
344.0,186,170,4,42.5,5.48,46.5,0,0,344.0,40,10889,153,39.16,15284,71.24,12,83,950,42,196.0,14.0,Top-order batsman,Rahul Dravid,India,28114
13.0,594,612,12,51,6.18,49.5,0,0,13.0,0,21,16,4.2,36,58.33,0,0,1,0,1.0,0.0,Bowler,Ashok Dinda,India,227712
341.0,36,31,1,31,5.16,36,0,0,341.0,82,10500,183*,50.72,11992,87.55,10,71,806,224,314.0,120.0,Wicketkeeper batsman,MS Dhoni,India,28081
128.0,-,-,-,-,-,-,-,-,128.0,7,5355,143,44.62,5709,93.79,16,27,666,67,61.0,0.0,Opening batsman,Shikhar Dhawan,India,28235
3.0,150,160,1,160,6.4,150,0,0,3.0,1,12,9,12,13,92.3,0,0,1,0,0.0,0.0,Allrounder,Rishi Dhawan,India,290727
25.0,1312,1117,32,34.9,5.1,41,2,0,25.0,5,38,13*,5.42,58,65.51,0,0,3,0,9.0,0.0,Allrounder,Piyush Chawla,India,32966
23.0,-,-,-,-,-,-,-,-,23.0,1,414,47,18.81,713,58.06,0,0,49,1,12.0,19.0,Opening batsman,Anagha Deshpande,India,220679
3.0,161,117,3,39,4.36,53.6,0,0,3.0,1,6,3*,6,30,20,0,0,0,0,1.0,0.0,Bowler,Utpal Chatterjee,India,27603
15.0,727,406,15,27.06,3.35,48.4,0,0,15.0,0,52,24,4.72,141,36.87,0,0,4,0,5.0,0.0,Middle-order batsman,Diana David,India,54254
1.0,24,37,1,37,9.25,24,0,0,1.0,0,12,12,12,14,85.71,0,0,1,0,0.0,0.0,Bowler,Deepak Chahar,India,447261
41.0,2173,1772,72,24.61,4.89,30.1,1,2,41.0,3,34,18*,8.5,67,50.74,0,0,5,0,10.0,0.0,Bowler,Yuzvendra Chahal,India,430246
3.0,60,68,0,-,6.8,-,0,0,3.0,1,13,8,6.5,13,100,0,0,2,0,1.0,0.0,Middle-order batsman,Gurkeerat Singh Mann,India,537124
2.0,78,76,2,38,5.84,39,0,0,2.0,-,-,-,-,-,-,-,-,-,-,0.0,0.0,Bowler,Manpreet Gony,India,317293
1.0,-,-,-,-,-,-,-,-,1.0,1,55,55*,-,61,90.16,0,1,7,1,0.0,0.0,Opening batsman,Faiz Fazal,India,28671
37.0,1901,1078,62,17.38,3.4,30.6,4,1,37.0,7,13,5,3.25,60,21.66,0,0,0,0,7.0,0.0,Bowler,Rajeshwari Gayakwad,India,709635
147.0,6,13,0,-,13,-,0,0,147.0,11,5238,150*,39.68,6144,85.25,11,34,561,17,36.0,0.0,Top-order batsman,Gautam Gambhir,India,28763
6.0,102,103,2,51.5,6.05,51,0,0,6.0,0,54,35,18,69,78.26,0,0,5,1,3.0,0.0,Top-order batsman,Dayalan Hemalatha,India,961107
236.0,12479,8973,269,33.35,4.31,46.3,2,3,236.0,35,1237,49,13.3,1526,81.06,0,0,92,35,71.0,0.0,Bowler,Harbhajan Singh,India,29264
68.0,3242,2774,77,36.02,5.13,42.1,3,0,68.0,12,292,54*,13.9,331,88.21,0,1,25,7,11.0,0.0,Bowler,Praveen Kumar,India,30732
105.0,5039,4209,118,35.66,5.01,42.7,3,1,105.0,15,523,53*,15.38,697,75.03,0,1,44,8,25.0,0.0,Bowler,Bhuvneshwar Kumar,India,326016
12.0,598,508,19,26.73,5.09,31.4,1,0,12.0,2,27,25*,-,28,96.42,0,0,2,1,2.0,0.0,Bowler,Dhawal Kulkarni,India,277955
44.0,2298,1892,87,21.74,4.93,26.4,4,1,44.0,10,100,19,12.5,171,58.47,0,0,8,0,5.0,0.0,Bowler,Kuldeep Yadav,India,559235
48.0,114,66,3,22,3.47,38,0,0,48.0,9,829,71,25.9,1078,76.9,0,8,90,6,20.0,1.0,Middle-order batsman,Veda Krishnamurthy,India,442205
6.0,6,2,0,-,2,-,0,0,6.0,0,210,88,42,218,96.33,0,2,22,3,3.0,0.0,Top-order batsman,Shreyas Iyer,India,642519
10.0,440,255,12,21.25,3.47,36.6,0,0,10.0,1,8,4*,4,12,66.66,0,0,0,0,4.0,0.0,Bowler,Mansi Joshi,India,960815
227.0,641,665,4,166.25,6.22,160.2,0,0,227.0,37,10843,183,59.57,11664,92.96,41,49,1019,116,111.0,0.0,Top-order batsman,Virat Kohli,India,253802
4.0,150,115,1,115,4.6,150,0,0,4.0,2,35,29*,35,30,116.66,0,0,5,0,3.0,0.0,Allrounder,Joginder Sharma,India,29976
2.0,-,-,-,-,-,-,-,-,2.0,0,115,89,57.5,185,62.16,0,1,11,0,0.0,0.0,Batsman,Gagan Khoda,India,30107
200.0,10097,8301,282,29.43,4.93,35.8,7,1,200.0,35,792,34*,12,1078,73.46,0,0,69,24,43.0,0.0,Bowler,Zaheer Khan,India,30102
59.0,1091,937,27,34.7,5.15,40.4,0,0,59.0,13,1174,120,43.48,1145,102.53,2,5,121,20,26.0,0.0,Batting allrounder,Kedar Jadhav,India,290716
93.0,1160,1032,22,46.9,5.33,52.7,0,0,93.0,12,2244,171*,34.52,3265,68.72,3,11,219,31,32.0,0.0,Allrounder,Harmanpreet Kaur,India,372317
3.0,162,179,0,-,6.62,-,0,0,3.0,0,1,1,0.5,3,33.33,0,0,0,0,1.0,0.0,Bowler,Siddarth Kaul,India,326017
151.0,7669,6245,174,35.89,4.88,44,7,1,151.0,33,2035,87,29.92,2416,84.23,0,10,155,37,53.0,0.0,Allrounder,Ravindra Jadeja,India,234675
37.0,1907,1612,37,43.56,5.07,51.5,0,1,37.0,5,126,32*,14,178,70.78,0,0,10,1,10.0,0.0,Bowler,Murali Kartik,India,30049
91.0,-,-,-,-,-,-,-,-,91.0,21,1738,79,31.03,2358,73.7,0,9,174,15,61.0,7.0,Wicketkeeper batsman,Dinesh Karthik,India,30045
39.0,384,271,9,30.11,4.23,42.6,0,0,39.0,5,825,113*,25.78,1470,56.12,2,3,110,6,5.0,0.0,Opening batsman,Thirush Kamini,India,220728
125.0,-,-,-,-,-,-,-,-,125.0,24,2753,111*,32.01,3822,72.03,2,17,228,9,55.0,0.0,Batsman,Mohammad Kaif,India,29990
1.0,60,76,0,-,7.6,-,0,0,1.0,-,-,-,-,-,-,-,-,-,-,0.0,0.0,Bowler,Mohammed Siraj,India,940973
63.0,3231,2951,113,26.11,5.48,28.5,6,0,63.0,14,131,25,8.73,152,86.18,0,0,10,6,21.0,0.0,Bowler,Mohammed Shami,India,481896
5.0,180,203,3,67.66,6.76,60,0,0,5.0,0,51,24,17,55,92.72,0,0,2,4,1.0,0.0,Bowler,Abhimanyu Mithun,India,310958
36.0,1917,1511,64,23.6,4.72,29.9,2,2,36.0,3,43,14,5.37,82,52.43,0,0,4,0,5.0,0.0,Bowler,Amit Mishra,India,31107
26.0,144,119,1,119,4.95,144,0,0,26.0,2,352,78*,18.52,655,53.74,0,3,38,4,10.0,0.0,Middle-order batsman,Mona Meshram,India,490624
50.0,-,-,-,-,-,-,-,-,50.0,4,1951,135,42.41,2336,83.51,4,16,238,22,17.0,0.0,Opening batsman,Smriti Mandhana,India,597806
86.0,42,40,0,-,5.71,-,0,0,86.0,7,2338,131,30.76,3282,71.23,6,10,222,4,39.0,0.0,Top-order batsman,VVS Laxman,India,30750
22.0,965,673,24,28.04,4.18,40.2,0,0,22.0,4,70,12*,8.75,109,64.22,0,0,9,0,4.0,0.0,Middle-order batsman,Niranjana Nagarajan,India,220678
120.0,5751,4981,157,31.72,5.19,36.6,5,2,120.0,21,141,24,5.64,246,57.31,0,0,12,3,18.0,0.0,Bowler,Ashish Nehra,India,31820
3.0,18,17,0,-,5.66,-,0,0,3.0,1,0,0*,-,7,0,0,0,0,0,0.0,0.0,Allrounder,Abhishek Nayar,India,32091
2.0,-,-,-,-,-,-,-,-,2.0,0,46,39,23,88,52.27,0,0,6,0,0.0,0.0,Top-order batsman,Karun Nair,India,398439
4.0,66,67,1,67,6.09,66,0,0,4.0,0,2,2,1,6,33.33,0,0,0,0,0.0,0.0,Middle-order batsman,Sravanthi Naidu,India,226658
8.0,324,274,9,30.44,5.07,36,0,0,8.0,1,81,57,13.5,135,60,0,1,9,0,1.0,0.0,Middle-order batsman,Sridharan Sriram,India,34118
53.0,2476,2508,75,33.44,6.07,33,2,1,53.0,10,44,10*,4,121,36.36,0,0,2,0,7.0,0.0,Bowler,Sreesanth,India,34274
6.0,302,269,7,38.42,5.34,43.1,0,0,6.0,-,-,-,-,-,-,-,-,-,-,1.0,0.0,Bowler,Barinder Sran,India,537126
58.0,2565,2343,69,33.95,5.48,37.1,2,0,58.0,10,104,23,10.4,242,42.97,0,0,5,1,13.0,0.0,Bowler,RP Singh,India,35280
5.0,-,-,-,-,-,-,-,-,5.0,0,51,27,10.2,130,39.23,0,0,4,0,0.0,0.0,Top-order batsman,Cheteshwar Pujara,India,32540
1.0,-,-,-,-,-,-,-,-,1.0,-,-,-,-,-,-,-,-,-,-,1.0,0.0,Wicketkeeper,Nuzhat Parween,India,960973
3.0,114,94,1,94,4.94,114,0,0,3.0,0,18,13,9,19,94.73,0,0,1,0,1.0,0.0,Allrounder,Laxmi Shukla,India,34019
2.0,-,-,-,-,-,-,-,-,2.0,0,16,9,8,32,50,0,0,2,0,0.0,0.0,Opening batsman,Shubman Gill,India,1070173
6.0,216,137,5,27.4,3.8,43.2,0,0,6.0,2,13,6*,13,32,40.62,0,0,1,0,1.0,0.0,Middle-order batsman,Snehal Pradhan,India,220729
31.0,1536,1191,34,35.02,4.65,45.1,0,0,31.0,5,163,54,11.64,260,62.69,0,1,12,2,3.0,0.0,Bowler,Ramesh Powar,India,32391
41.0,2094,1329,63,21.09,3.8,33.2,4,0,41.0,8,73,15,8.11,183,39.89,0,0,8,0,12.0,0.0,Bowler,Poonam Yadav,India,630972
206.0,593,515,8,64.37,5.21,74.1,0,0,206.0,31,8010,264,47.39,9107,87.95,22,41,699,218,73.0,0.0,Top-order batsman,Rohit Sharma,India,34102
4.0,206,177,6,29.5,5.15,34.3,0,0,4.0,0,1,1,1,2,50,0,0,0,0,1.0,0.0,Bowler,Rahul Sharma,India,272994
26.0,1121,1020,31,32.9,5.45,36.1,1,0,26.0,5,31,11,7.75,66,46.96,0,0,5,0,6.0,0.0,Bowler,Mohit Sharma,India,537119
2.0,114,125,0,-,6.57,-,0,0,2.0,-,-,-,-,-,-,-,-,-,-,3.0,0.0,Bowler,Karn Sharma,India,30288
80.0,3733,3563,115,30.98,5.72,32.4,6,0,80.0,13,72,13,4.8,203,35.46,0,0,6,0,19.0,0.0,Bowler,Ishant Sharma,India,236779
48.0,2375,1534,56,27.39,3.87,42.4,1,1,48.0,10,1380,188,41.81,2176,63.41,1,10,155,10,13.0,0.0,Allrounder,Deepti Sharma,India,597811
57.0,1490,1365,33,41.36,5.49,45.1,0,0,57.0,11,810,123*,27,713,113.6,2,3,62,43,17.0,0.0,Allrounder,Yusuf Pathan,India,32498
120.0,5855,5142,173,29.72,5.26,33.8,5,2,120.0,21,1544,83,23.39,1941,79.54,0,5,142,37,21.0,0.0,Allrounder,Irfan Pathan,India,32685
9.0,201,188,2,94,5.61,100.5,0,0,9.0,0,165,46,33,171,96.49,0,0,14,4,5.0,0.0,Allrounder,Vijay Shankar,India,477021
38.0,-,-,-,-,-,-,-,-,38.0,3,736,95,23.74,962,76.5,0,4,79,7,30.0,9.0,Wicketkeeper batsman,Parthiv Patel,India,32242
70.0,3154,2603,86,30.26,4.95,36.6,3,0,70.0,16,74,15,6.72,112,66.07,0,0,7,1,11.0,0.0,Bowler,Munaf Patel,India,32965
18.0,876,652,21,31.04,4.46,41.7,1,0,18.0,8,46,16*,23,112,41.07,0,0,3,0,7.0,0.0,Bowler,Pragyan Ojha,India,32130
1.0,-,-,-,-,-,-,-,-,1.0,0,1,1,1,7,14.28,0,0,0,0,0.0,1.0,Wicketkeeper batsman,Naman Ojha,India,32102
38.0,1908,1409,45,31.31,4.43,42.4,0,0,38.0,6,181,38,12.92,190,95.26,0,0,8,8,15.0,0.0,Bowling allrounder,Axar Patel,India,554691
27.0,666,429,19,22.57,3.86,35,1,0,27.0,2,333,69*,16.65,648,51.38,0,1,34,0,8.0,0.0,Top-order batsman,Priyanka Roy,India,220680
1.0,60,60,2,30,6,30,0,0,1.0,-,-,-,-,-,-,-,-,-,-,0.0,0.0,Bowling allrounder,Parvez Rasool,India,378496
10.0,6,5,0,-,5,-,0,0,10.0,1,186,81*,20.66,246,75.6,0,1,26,0,2.0,0.0,Middle-order batsman,Jemimah Rodrigues,India,883405
251.0,4392,3853,96,40.13,5.26,45.7,1,0,251.0,9,8273,219,35.05,7929,104.33,15,38,1132,136,93.0,0.0,Top-order batsman,Virender Sehwag,India,35263
5.0,-,-,-,-,-,-,-,-,5.0,0,93,36,23.25,71,130.98,0,0,10,3,5.0,0.0,Wicketkeeper batsman,Rishabh Pant,India,931581
1.0,42,45,0,-,6.42,-,0,0,1.0,1,3,3*,-,3,100,0,0,0,0,1.0,0.0,Bowler,Pankaj Singh,India,32973
45.0,1894,1748,44,39.72,5.53,43,0,0,45.0,4,731,83,29.24,627,116.58,0,4,48,36,19.0,0.0,Allrounder,Hardik Pandya,India,625371
55.0,121,124,3,41.33,6.14,40.3,0,0,55.0,14,1694,124*,47.05,2143,79.04,3,10,145,30,17.0,0.0,Middle-order batsman,Ambati Rayudu,India,33141
46.0,2046,1333,65,20.5,3.9,31.4,2,0,46.0,8,467,59,21.22,510,91.56,0,2,60,4,8.0,0.0,Allrounder,Shikha Pandey,India,442145
23.0,-,-,-,-,-,-,-,-,23.0,6,440,104*,36.66,479,91.85,1,2,37,4,6.0,0.0,Top-order batsman,Manish Pandey,India,290630
61.0,30,4,1,4,0.8,30,0,0,61.0,5,1785,109*,31.87,3138,56.88,2,11,208,5,10.0,0.0,Opening batsman,Punam Raut,India,360401
4.0,172,120,4,30,4.18,43,0,0,4.0,1,4,4*,2,14,28.57,0,0,0,0,2.0,0.0,Bowler,Aavishkar Salvi,India,34264
9.0,-,-,-,-,-,-,-,-,9.0,2,41,16,13.66,56,73.21,0,0,5,0,17.0,1.0,Wicketkeeper batsman,Wriddhiman Saha,India,279810
226.0,2126,1811,36,50.3,5.11,59,0,0,226.0,35,5615,116*,35.31,6005,93.5,5,36,476,120,102.0,0.0,Middle-order batsman,Suresh Raina,India,33335
14.0,-,-,-,-,-,-,-,-,14.0,3,343,100*,34.3,424,80.89,1,2,26,5,7.0,0.0,Opening batsman,KL Rahul,India,422108
90.0,-,-,-,-,-,-,-,-,90.0,3,2962,111,35.26,3767,78.63,3,24,293,33,48.0,0.0,Top-order batsman,Ajinkya Rahane,India,277916
4.0,165,144,3,48,5.23,55,0,0,4.0,1,1,1*,-,2,50,0,0,0,0,1.0,0.0,Bowler,Sudeep Tyagi,India,317784
3.0,-,-,-,-,-,-,-,-,3.0,2,49,37*,-,56,87.5,0,0,5,1,2.0,0.0,Top-order batsman,Saurabh Tiwary,India,35390
12.0,132,150,5,30,6.81,26.4,1,0,12.0,1,287,104*,26.09,403,71.21,1,1,24,3,4.0,0.0,Batsman,Manoj Tiwary,India,35565
5.0,215,218,6,36.33,6.08,35.8,1,0,5.0,1,22,22*,22,16,137.5,0,0,0,2,3.0,0.0,Bowler,Shardul Thakur,India,475281
463.0,8054,6850,154,44.48,5.1,52.2,4,2,463.0,41,18426,200*,44.83,21367,86.23,49,96,2016,195,140.0,0.0,Top-order batsman,Sachin Tendulkar,India,35320
46.0,2,0,0,-,0,-,0,0,46.0,6,934,86,25.94,1031,90.59,0,6,107,19,19.0,2.0,Batsman,Robin Uthappa,India,35582
7.0,312,209,8,26.12,4.01,39,1,0,7.0,-,-,-,-,-,-,-,-,-,-,0.0,0.0,Bowler,Jaydev Unadkat,India,390484
31.0,1436,1423,38,37.44,5.94,37.7,1,0,31.0,4,86,27*,9.55,146,58.9,0,0,5,2,6.0,0.0,Bowler,Vinay Kumar,India,35731
17.0,36,37,1,37,6.16,36,0,0,17.0,0,339,72,21.18,506,66.99,0,1,33,3,9.0,0.0,Opening batsman,Murali Vijay,India,237095
16.0,-,-,-,-,-,-,-,-,16.0,2,218,61*,24.22,363,60.05,0,1,16,3,6.0,0.0,Middle-order batsman,Venugopal Rao,India,35805
6.0,186,173,0,-,5.58,-,0,0,6.0,0,88,51,17.6,113,77.87,0,1,10,2,0.0,0.0,Bowler,Pooja Vastrakar,India,883413
6.0,-,-,-,-,-,-,-,-,6.0,1,85,27,17,125,68,0,0,14,0,1.0,0.0,Opening batsman,Vellaswamy Vanitha,India,372242
53.0,258,260,4,65,6.04,64.5,0,0,53.0,3,1845,102,36.9,2478,74.45,3,12,168,14,8.0,0.0,Top-order batsman,Azhar Ali,Pakistan,39037
23.0,-,-,-,-,-,-,-,-,23.0,1,385,56*,17.5,676,56.95,0,3,54,0,4.0,0.0,Opening batsman,Ayesha Zafar,Pakistan,915489
11.0,-,-,-,-,-,-,-,-,11.0,1,200,50*,28.57,153,130.71,0,1,13,12,2.0,0.0,Middle-order batsman,Asif Ali,Pakistan,494230
60.0,12,18,0,-,9,-,0,0,60.0,4,1336,84,24.74,1979,67.5,0,9,108,5,14.0,0.0,Middle-order batsman,Asad Shafiq,Pakistan,316397
4.0,180,115,2,57.5,3.83,90,0,0,4.0,0,13,11,6.5,16,81.25,0,0,0,1,0.0,0.0,Bowler,Asad Ali,Pakistan,222728
22.0,927,944,18,52.44,6.11,51.5,0,0,22.0,5,321,43*,29.18,367,87.46,0,0,29,7,4.0,0.0,Bowler,Anwar Ali,Pakistan,232491
19.0,882,541,29,18.65,3.68,30.4,3,0,19.0,7,10,3,1.66,51,19.6,0,0,0,0,2.0,0.0,Bowler,Anam Amin,Pakistan,725879
19.0,372,353,5,70.6,5.69,74.4,0,0,19.0,2,202,51,12.62,377,53.58,0,1,24,2,3.0,0.0,Allrounder,Aliya Riaz,Pakistan,572645
14.0,658,593,23,25.78,5.4,28.6,2,0,14.0,3,26,9*,8.66,45,57.77,0,0,2,0,2.0,0.0,Bowler,Aizaz Cheema,Pakistan,39821
81.0,115,140,2,70,7.3,57.5,0,0,81.0,1,2605,124,32.56,3614,72.08,6,14,269,18,28.0,0.0,Opening batsman,Ahmed Shehzad,Pakistan,259410
5.0,-,-,-,-,-,-,-,-,5.0,1,62,27,20.66,89,69.66,0,0,3,0,3.0,0.0,Wicketkeeper batsman,Adnan Akmal,Pakistan,39038
31.0,1624,1142,30,38.06,4.21,54.1,1,0,31.0,6,142,31,8.35,263,53.99,0,0,11,1,7.0,0.0,Bowler,Abdur Rehman,Pakistan,39091
4.0,214,212,8,26.5,5.94,26.7,0,0,4.0,-,-,-,-,-,-,-,-,-,-,2.0,0.0,Bowler,Abdur Rauf,Pakistan,39084
265.0,10941,8564,269,31.83,4.69,40.6,8,3,265.0,57,5080,112,29.7,6252,81.25,3,23,382,124,35.0,0.0,Allrounder,Abdul Razzaq,Pakistan,39836
1.0,60,65,1,65,6.5,60,0,0,1.0,-,-,-,-,-,-,-,-,-,-,1.0,0.0,Bowling allrounder,Washington Sundar,India,719715
4.0,156,154,2,77,5.92,78,0,0,4.0,2,95,62,95,96,98.95,0,1,8,5,0.0,0.0,Allrounder,Aamer Yamin,Pakistan,434429
304.0,5048,4294,111,38.68,5.1,45.4,2,1,304.0,40,8701,150,36.55,9924,87.67,14,52,908,155,94.0,0.0,Middle-order batsman,Yuvraj Singh,India,36084
75.0,3558,3565,106,33.63,6.01,33.5,4,0,75.0,14,79,18*,7.9,134,58.95,0,0,8,1,22.0,0.0,Bowler,Umesh Yadav,India,376116
1.0,24,8,1,8,2,24,0,0,1.0,1,1,1*,-,1,100,0,0,0,0,1.0,0.0,Bowler,Jayant Yadav,India,447587
100.0,1566,1020,41,24.87,3.9,38.1,1,0,100.0,11,2342,99,27.23,4241,55.22,0,12,190,1,29.0,0.0,Allrounder,Bismah Maroof,Pakistan,260229
10.0,409,439,6,73.16,6.44,68.1,0,0,10.0,1,89,39,14.83,75,118.66,0,0,10,2,2.0,0.0,Bowler,Bilawal Bhatti,Pakistan,343305
3.0,132,96,5,19.2,4.36,26.4,0,1,3.0,0,40,38,13.33,49,81.63,0,0,6,1,2.0,0.0,Allrounder,Bilal Asif,Pakistan,498875
59.0,-,-,-,-,-,-,-,-,59.0,9,2462,125*,51.29,2908,84.66,8,10,200,23,29.0,0.0,Batsman,Babar Azam,Pakistan,348144
6.0,225,223,4,55.75,5.94,56.2,0,0,6.0,1,27,15,9,42,64.28,0,0,2,0,0.0,0.0,Bowler,Ehsan Adil,Pakistan,547092
38.0,398,377,5,75.4,5.68,79.6,0,0,38.0,12,966,114*,40.25,1297,74.47,1,6,59,6,10.0,0.0,Top-order batsman,Fawad Alam,Pakistan,40250
31.0,111,88,1,88,4.75,111,0,0,31.0,4,1442,210*,53.4,1499,96.19,3,9,174,21,12.0,0.0,Opening batsman,Fakhar Zaman,Pakistan,512191
19.0,729,555,19,29.21,4.56,38.3,0,1,19.0,2,132,28,13.2,166,79.51,0,0,11,5,5.0,0.0,Bowling allrounder,Faheem Ashraf,Pakistan,681117
1.0,12,16,0,-,8,-,0,0,1.0,0,2,2,2,14,14.28,0,0,0,0,0.0,0.0,Allrounder,Hussain Talat,Pakistan,628240
44.0,2125,1862,77,24.18,5.25,27.5,1,3,44.0,6,203,59,12.68,198,102.52,0,2,13,10,12.0,0.0,Bowler,Hasan Ali,Pakistan,681305
27.0,528,503,10,50.3,5.71,52.8,0,0,27.0,4,1061,101*,48.22,1290,82.24,1,10,81,15,9.0,0.0,Middle-order batsman,Haris Sohail,Pakistan,318788
