BOWLING_ODIs_Mat,BOWLING_ODIs_Balls,BOWLING_ODIs_Runs,BOWLING_ODIs_Wkts,BOWLING_ODIs_Ave,BOWLING_ODIs_Econ,BOWLING_ODIs_SR,BOWLING_ODIs_4w,BOWLING_ODIs_5w,BATTING_ODIs_Mat,BATTING_ODIs_NO,BATTING_ODIs_Runs,BATTING_ODIs_HS,BATTING_ODIs_Ave,BATTING_ODIs_BF,BATTING_ODIs_SR,BATTING_ODIs_100,BATTING_ODIs_50,BATTING_ODIs_4s,BATTING_ODIs_6s,BATTING_ODIs_Ct,BATTING_ODIs_St,Playing role,NAME,COUNTRY,ID
2.0,66,54,2,27,4.9,33,0,0,2.0,0,12,12,12,18,66.66,0,0,2,0,0.0,0.0,Bowler,Eddie Richardson,Ireland,364302
29.0,1081,604,20,30.2,3.35,54,0,1,29.0,3,365,50*,14.6,653,55.89,0,1,40,0,3.0,0.0,Allrounder,Eimear Richardson,Ireland,54945
65.0,3193,2516,91,27.64,4.72,35,4,0,65.0,16,78,18*,6.5,177,44.06,0,0,3,1,15.0,0.0,Bowler,Boyd Rankin,Ireland,24599
9.0,48,63,1,63,7.87,48,0,0,9.0,0,83,37,13.83,155,53.54,0,0,8,1,3.0,0.0,Batsman,Reinhardt Strydom,Ireland,303341
105.0,2320,1849,40,46.22,4.78,58,1,1,105.0,2,3536,177,35.36,4002,88.35,7,18,391,78,40.0,0.0,Allrounder,Paul Stirling,Ireland,303427
13.0,543,520,16,32.5,5.74,33.9,1,0,13.0,2,125,31,20.83,155,80.64,0,0,12,3,3.0,0.0,Bowler,Max Sorensen,Ireland,531953
15.0,570,378,12,31.5,3.97,47.5,0,0,15.0,1,193,45,14.84,332,58.13,0,0,12,4,9.0,0.0,Middle-order batsman,Simi Singh,Ireland,1005257
1.0,-,-,-,-,-,-,-,-,1.0,0,2,2,2,8,25,0,0,0,0,0.0,0.0,Middle-order batsman,James Shannon,Ireland,303437
5.0,194,218,0,-,6.74,-,0,0,5.0,0,9,5,2.25,37,24.32,0,0,0,0,0.0,0.0,Bowler,Nosaina Pokana,Papua New Guinea,646181
12.0,545,489,19,25.73,5.38,28.6,0,1,12.0,2,157,39,15.7,284,55.28,0,0,7,1,2.0,0.0,Bowler,Chad Soper,Papua New Guinea,574287
17.0,6,12,0,-,12,-,0,0,17.0,0,508,151,29.88,639,79.49,1,1,39,13,7.0,0.0,Opening batsman,Tony Ura,Papua New Guinea,302845
5.0,-,-,-,-,-,-,-,-,5.0,1,139,89*,34.75,201,69.15,0,1,10,3,2.0,0.0,Top-order batsman,Kiplin Doriga,Papua New Guinea,646173
2.0,-,-,-,-,-,-,-,-,2.0,0,3,3,1.5,20,15,0,0,0,0,0.0,0.0,Batsman,Courtney Kruger,Hong Kong,208380
2.0,36,47,0,-,7.83,-,0,0,2.0,0,24,16,12,47,51.06,0,0,4,0,1.0,0.0,Allrounder,Roy Lamsam,Hong Kong,24154
2.0,108,89,0,-,4.94,-,0,0,2.0,0,18,14,9,16,112.5,0,0,4,0,0.0,0.0,Allrounder,Munir Dar,Hong Kong,220613
8.0,-,-,-,-,-,-,-,-,8.0,1,108,29,15.42,193,55.95,0,0,6,1,8.0,1.0,Wicketkeeper batsman,Scott McKechnie,Hong Kong,459752
20.0,145,119,4,29.75,4.92,36.2,0,0,20.0,0,675,94,33.75,814,82.92,0,3,72,16,9.0,0.0,Allrounder,Nizakat Khan,Hong Kong,350629
4.0,240,172,3,57.33,4.3,80,0,0,4.0,1,38,21,12.66,64,59.37,0,0,6,0,1.0,0.0,Allrounder,Najeeb Amar,Hong Kong,42106
25.0,1327,932,38,24.52,4.21,34.9,4,0,25.0,4,67,14,5.58,151,44.37,0,0,5,0,12.0,0.0,Bowler,Nadeem Ahmed,Hong Kong,24230
2.0,-,-,-,-,-,-,-,-,2.0,0,34,25,17,94,36.17,0,0,2,0,3.0,0.0,Opening batsman,Tim Smart,Hong Kong,24171
4.0,48,68,0,-,8.5,-,0,0,4.0,0,46,28,11.5,109,42.2,0,0,7,0,0.0,0.0,Batsman,Skhawat Ali,Hong Kong,208252
1.0,-,-,-,-,-,-,-,-,1.0,0,0,0,0,7,0,0,0,0,0,0.0,0.0,Middle-order batsman,Simandeep Singh,Hong Kong,633410
10.0,-,-,-,-,-,-,-,-,10.0,0,81,45,11.57,163,49.69,0,0,6,3,2.0,0.0,Middle-order batsman,Shahid Wasif,Hong Kong,919489
10.0,110,79,7,11.28,4.3,15.7,1,0,10.0,1,136,34*,15.11,238,57.14,0,0,12,2,1.0,0.0,Wicketkeeper batsman,Kinchit Shah,Hong Kong,401537
20.0,852,601,19,31.63,4.23,44.8,0,0,20.0,3,292,73,18.25,255,114.5,0,1,18,18,3.0,0.0,Allrounder,Tanwir Afzal,Hong Kong,260036
6.0,229,208,5,41.6,5.44,45.8,0,0,6.0,4,4,2*,-,11,36.36,0,0,0,0,3.0,0.0,Bowler,Tanveer Ahmed,Hong Kong,919549
4.0,-,-,-,-,-,-,-,-,4.0,0,101,36,25.25,175,57.71,0,0,13,0,0.0,0.0,Batsman,Tabarak Dar,Hong Kong,24139
8.0,-,-,-,-,-,-,-,-,8.0,1,67,35*,16.75,137,48.9,0,0,3,0,0.0,0.0,Batsman,Waqas Khan,Hong Kong,633426
10.0,90,75,0,-,5,-,0,0,10.0,2,102,27,12.75,184,55.43,0,0,10,0,3.0,0.0,Wicketkeeper batsman,Waqas Barkat,Hong Kong,350632
2.0,108,79,3,26.33,4.38,36,0,0,2.0,1,3,3*,-,3,100,0,0,0,0,1.0,0.0,Middle-order batsman,Chris Amini,Papua New Guinea,25053
6.0,264,189,7,27,4.29,37.7,1,0,6.0,1,121,61*,24.2,166,72.89,0,1,13,1,2.0,0.0,Allrounder,Charles Amini,Papua New Guinea,332980
16.0,78,63,2,31.5,4.84,39,0,0,16.0,0,315,59,19.68,505,62.37,0,1,26,5,6.0,0.0,Middle-order batsman,Sese Bau,Papua New Guinea,420427
10.0,-,-,-,-,-,-,-,-,10.0,1,170,46,18.88,319,53.29,0,0,12,1,6.0,2.0,Wicketkeeper batsman,Dogodo Bau,Papua New Guinea,524249
18.0,954,675,18,37.5,4.24,53,0,0,18.0,2,454,76*,28.37,585,77.6,0,3,48,5,8.0,0.0,Allrounder,Mahuru Dai,Papua New Guinea,25051
4.0,192,160,5,32,5,38.4,0,0,4.0,1,4,4*,-,6,66.66,0,0,1,0,0.0,0.0,Bowler,Willie Gavera,Papua New Guinea,302850
2.0,30,19,0,-,3.8,-,0,0,2.0,0,34,21,17,39,87.17,0,0,5,0,1.0,0.0,Bowling allrounder,Jason Kila,Papua New Guinea,302875
13.0,-,-,-,-,-,-,-,-,13.0,1,313,65*,26.08,460,68.04,0,3,24,4,7.0,0.0,Middle-order batsman,Vani Morea,Papua New Guinea,387435
12.0,559,435,13,33.46,4.66,43,0,0,12.0,8,85,46,42.5,80,106.25,0,0,5,3,4.0,0.0,Bowler,Alei Nao,Papua New Guinea,524247
9.0,405,357,13,27.46,5.28,31.1,0,0,9.0,1,62,36,10.33,83,74.69,0,0,6,2,1.0,0.0,Bowler,John Reva,Papua New Guinea,332978
4.0,150,141,0,-,5.64,-,0,0,4.0,1,6,5,2,22,27.27,0,0,0,0,1.0,0.0,Bowler,Damien Ravu,Papua New Guinea,1122557
1.0,45,32,2,16,4.26,22.5,0,0,1.0,-,-,-,-,-,-,-,-,-,-,1.0,0.0,Bowler,Pipi Raho,Papua New Guinea,694037
16.0,102,73,1,73,4.29,102,0,0,16.0,0,290,109,18.12,377,76.92,1,0,27,7,3.0,0.0,Opening batsman,Lega Siaka,Papua New Guinea,440990
9.0,-,-,-,-,-,-,-,-,9.0,1,81,28,10.12,110,73.63,0,0,5,0,6.0,3.0,Wicketkeeper batsman,Jack Vare,Papua New Guinea,25065
14.0,682,557,24,23.2,4.9,28.4,3,0,14.0,2,150,35,16.66,161,93.16,0,0,5,8,5.0,0.0,Bowler,Norman Vanua,Papua New Guinea,524253
18.0,696,425,17,25,3.66,40.9,0,0,18.0,0,373,70,20.72,596,62.58,0,2,32,2,9.0,0.0,Batsman,Assad Vala,Papua New Guinea,25056
12.0,-,-,-,-,-,-,-,-,12.0,0,198,70,18,408,48.52,0,1,23,0,0.0,0.0,Opening batsman,Ayasha Rahman,Bangladesh,301595
1.0,18,17,0,-,5.66,-,0,0,1.0,-,-,-,-,-,-,-,-,-,-,0.0,0.0,Allrounder,Ariful Haque,Bangladesh,270135
16.0,830,600,24,25,4.33,34.5,2,0,16.0,7,48,15,12,92,52.17,0,0,5,0,5.0,0.0,Bowler,Arafat Sunny,Bangladesh,56268
2.0,48,68,0,-,8.5,-,0,0,2.0,0,2,2,1,11,18.18,0,0,0,0,0.0,0.0,Bowler,Anisur Rahman,Bangladesh,56222
37.0,-,-,-,-,-,-,-,-,37.0,0,1038,120,30.52,1464,70.9,3,3,101,19,10.0,0.0,Wicketkeeper batsman,Anamul Haque,Bangladesh,380354
14.0,603,523,21,24.9,5.2,28.7,2,0,14.0,5,4,2*,2,20,20,0,0,0,0,1.0,0.0,Bowler,Al-Amin Hossain,Bangladesh,511532
2.0,108,89,3,29.66,4.94,36,0,0,2.0,0,1,1,1,11,9.09,0,0,0,0,1.0,0.0,Bowler,Abu Hider,Bangladesh,550137
7.0,216,244,0,-,6.77,-,0,0,7.0,0,11,7,3.66,16,68.75,0,0,1,0,1.0,0.0,Bowler,Abul Hasan,Bangladesh,373439
153.0,7965,6065,207,29.29,4.56,38.4,5,4,153.0,39,779,53*,13.43,1020,76.37,0,1,55,21,32.0,0.0,Bowler,Abdur Razzak,Bangladesh,56283
1.0,18,24,0,-,8,-,0,0,1.0,1,0,0*,-,0,-,0,0,0,0,0.0,0.0,Bowler,Ishtiaq Muhammad,Hong Kong,919495
2.0,-,-,-,-,-,-,-,-,2.0,0,8,4,4,28,28.57,0,0,0,0,1.0,0.0,Allrounder,Hussain Butt,Hong Kong,24212
11.0,-,-,-,-,-,-,-,-,11.0,1,189,50,18.9,284,66.54,0,1,19,1,4.0,0.0,Batsman,Usman Limbada,Canada,414249
16.0,66,63,2,31.5,5.72,33,0,0,16.0,1,217,38,15.5,397,54.65,0,0,18,0,7.0,0.0,Batsman,Nitish Kumar,Canada,348129
14.0,120,90,1,90,4.5,120,0,0,14.0,1,264,117,22,442,59.72,1,0,17,2,4.0,0.0,Batsman,Sandeep Jyoti,Canada,23860
76.0,3767,2877,91,31.61,4.58,41.3,2,1,76.0,13,486,44*,13.5,586,82.93,0,0,33,5,14.0,0.0,Allrounder,Anderson Cummins,Canada,51488
41.0,-,-,-,-,-,-,-,-,41.0,3,1102,98,29.78,1615,68.23,0,10,105,6,7.0,0.0,Batsman,Eric Szwarczynski,Netherlands,214696
13.0,-,-,-,-,-,-,-,-,13.0,1,294,56,24.5,339,86.72,0,2,36,8,2.0,0.0,Opening batsman,Stephan Myburgh,Netherlands,233712
4.0,136,113,6,18.83,4.98,22.6,0,0,4.0,0,20,13,10,51,39.21,0,0,2,0,1.0,0.0,Bowler,Maurits Jonkman,Netherlands,306982
17.0,-,-,-,-,-,-,-,-,17.0,2,140,34,15.55,179,78.21,0,0,15,0,17.0,3.0,Wicketkeeper batsman,Atse Buurman,Netherlands,24996
5.0,242,257,2,128.5,6.37,121,0,0,5.0,0,120,58,30,247,48.58,0,1,11,1,0.0,0.0,Top-order batsman,Flavian Aponso,Netherlands,24857
12.0,471,408,12,34,5.19,39.2,0,0,12.0,5,14,10*,-,27,51.85,0,0,1,0,4.0,0.0,Bowler,Ahsan Malik,Netherlands,518097
21.0,846,690,17,40.58,4.89,49.7,1,0,21.0,2,28,8*,2.8,139,20.14,0,0,2,0,3.0,0.0,Bowler,Adeel Raja,Netherlands,24978
58.0,1979,1620,46,35.21,4.91,43,1,0,58.0,5,1004,96,22.31,1176,85.37,0,5,84,19,28.0,0.0,Allrounder,Peter Borren,Netherlands,36592
30.0,24,24,0,-,6,-,0,0,30.0,4,866,137*,34.64,1152,75.17,1,6,85,14,16.0,8.0,Wicketkeeper batsman,Wesley Barresi,Netherlands,44407
6.0,-,-,-,-,-,-,-,-,6.0,0,116,74,29,96,120.83,0,1,16,2,1.0,0.0,Middle-order batsman,Ben Cooper,Netherlands,470699
5.0,-,-,-,-,-,-,-,-,5.0,0,50,32,10,112,44.64,0,0,8,1,3.0,0.0,Opening batsman,Nolan Clarke,Netherlands,24875
5.0,186,170,3,56.66,5.48,62,0,0,5.0,0,160,47,32,307,52.11,0,0,14,0,0.0,0.0,Opening batsman,Peter Cantrell,Netherlands,24874
1.0,-,-,-,-,-,-,-,-,1.0,0,6,6,6,7,85.71,0,0,1,0,0.0,0.0,Batsman,Wilfred Diepeveen,Netherlands,420341
2.0,23,15,1,15,3.91,23,0,0,2.0,0,30,30,15,62,48.38,0,0,1,1,1.0,0.0,Batsman,Bas de Leede,Netherlands,1036191
34.0,6,2,1,2,2,6,0,0,34.0,4,480,97,17.14,774,62.01,0,1,46,2,6.0,0.0,Middle-order batsman,Tom de Grooth,Netherlands,25022
2.0,-,-,-,-,-,-,-,-,2.0,0,27,18,13.5,34,79.41,0,0,2,0,4.0,0.0,Wicketkeeper,Scott Edwards,Netherlands,1127317
5.0,120,79,2,39.5,3.95,60,0,0,5.0,1,68,32,22.66,116,58.62,0,0,5,2,2.0,0.0,Top-order batsman,Tim Gruijters,Netherlands,364300
5.0,102,86,5,17.2,5.05,20.4,0,0,5.0,0,27,22,5.4,85,31.76,0,0,0,0,1.0,0.0,Opening batsman,Tom Heggelman,Netherlands,467426
18.0,86,60,1,60,4.18,86,0,0,18.0,5,128,16,10.66,455,28.13,0,0,4,0,2.0,0.0,Middle-order batsman,Denise Hannema,Netherlands,359220
16.0,719,565,24,23.54,4.71,29.9,0,0,16.0,4,59,16,11.8,79,74.68,0,0,6,0,1.0,0.0,Bowler,Mark Jonkman,Netherlands,245397
2.0,-,-,-,-,-,-,-,-,2.0,0,39,34,19.5,75,52,0,0,3,0,2.0,0.0,Opening batsman,Neil Kruger,Netherlands,355107
5.0,184,131,3,43.66,4.27,61.3,0,0,5.0,0,32,15,10.66,50,64,0,0,3,0,5.0,0.0,Bowler,Bradley Kruger,Netherlands,297517
2.0,120,68,6,11.33,3.4,20,0,0,2.0,0,24,13,12,46,52.17,0,0,1,0,0.0,0.0,Bowler,Fred Klaassen,Netherlands,1104703
1.0,12,11,0,-,5.5,-,0,0,1.0,-,-,-,-,-,-,-,-,-,-,0.0,0.0,Bowler,Vivian Kingma,Netherlands,416103
39.0,24,34,0,-,8.5,-,0,0,39.0,3,924,92,28,1263,73.15,0,4,95,10,18.0,0.0,Opening batsman,Alexei Kervezee,Netherlands,214695
4.0,216,187,5,37.4,5.19,43.2,0,0,4.0,1,24,9,8,37,64.86,0,0,2,0,1.0,0.0,Bowler,Steven Lubbers,Netherlands,24920
7.0,280,287,6,47.83,6.15,46.6,0,0,7.0,2,16,9*,5.33,27,59.25,0,0,0,2,3.0,0.0,Allrounder,Bernard Loots,Netherlands,466610
11.0,534,346,9,38.44,3.88,59.3,0,0,11.0,5,171,45,28.5,280,61.07,0,0,11,3,4.0,0.0,Allrounder,Roland Lefebvre,Netherlands,24918
6.0,162,111,3,37,4.11,54,0,0,6.0,2,25,14,12.5,54,46.29,0,0,4,0,2.0,0.0,Bowler,Geert-Maarten Mol,Netherlands,24913
11.0,450,410,9,45.55,5.46,50,0,0,11.0,0,1,1,0.33,17,5.88,0,0,0,0,2.0,0.0,Bowler,Mohammad Kashif,Netherlands,243073
46.0,2036,1601,57,28.08,4.71,35.7,0,0,46.0,4,516,71,17.2,671,76.9,0,2,38,19,6.0,0.0,Allrounder,Mudassar Bukhari,Netherlands,245166
1.0,49,31,3,10.33,3.79,16.3,0,0,1.0,-,-,-,-,-,-,-,-,-,-,0.0,0.0,Bowler,Ruud Nijman,Netherlands,25021
1.0,30,10,0,-,2,-,0,0,1.0,-,-,-,-,-,-,-,-,-,-,0.0,0.0,Bowler,Mangesh Panchal,Netherlands,299812
19.0,510,436,13,33.53,5.12,39.2,0,0,19.0,0,481,104,25.31,411,117.03,1,0,81,6,7.0,0.0,Opening batsman,Darron Reekers,Netherlands,38261
1.0,-,-,-,-,-,-,-,-,1.0,1,15,15*,-,40,37.5,0,0,0,0,1.0,0.0,Batsman,Lesley Stokkers,Netherlands,303420
2.0,71,63,1,63,5.32,71,0,0,2.0,0,12,12,6,14,85.71,0,0,0,1,3.0,0.0,Bowler,Shane Snater,Netherlands,696143
39.0,1799,1399,47,29.76,4.66,38.2,1,0,39.0,10,123,34*,9.46,229,53.71,0,0,8,2,11.0,0.0,Allrounder,Pieter Seelaar,Netherlands,208657
1.0,-,-,-,-,-,-,-,-,1.0,0,4,4,4,22,18.18,0,0,0,0,0.0,0.0,Top-order batsman,Vinoo Tewarie,Netherlands,414985
33.0,1580,1327,55,24.12,5.03,28.7,3,0,33.0,9,1541,119,67,1757,87.7,5,9,130,29,13.0,0.0,Allrounder,Ryan ten Doeschate,Netherlands,47660
15.0,12,17,0,-,8.5,-,0,0,15.0,0,93,19,6.2,177,52.54,0,0,9,1,2.0,1.0,Middle-order batsman,Miranda Veringmeier,Netherlands,359218
2.0,-,-,-,-,-,-,-,-,2.0,1,35,31*,35,49,71.42,0,0,4,1,0.0,0.0,Batsman,Maurits van Nierop,Netherlands,25023
4.0,156,131,2,65.5,5.03,78,0,0,4.0,3,30,15*,-,40,75,0,0,1,0,0.0,0.0,Bowler,Paul van Meekeren,Netherlands,348109
13.0,705,561,17,33,4.77,41.4,0,0,13.0,3,39,12,9.75,41,95.12,0,0,3,2,3.0,0.0,Allrounder,Roelof van der Merwe,Netherlands,47850
4.0,156,195,1,195,7.5,156,0,0,4.0,1,1,1*,0.5,6,16.66,0,0,0,0,1.0,0.0,Bowler,Berend Westdijk,Netherlands,413702
2.0,-,-,-,-,-,-,-,-,2.0,0,59,44,29.5,82,71.95,0,0,9,1,1.0,0.0,Batsman,Abdul Jabbar,Canada,313526
1.0,-,-,-,-,-,-,-,-,1.0,1,3,3*,-,4,75,0,0,0,0,2.0,0.0,Wicketkeeper batsman,Rustam Bhatti,Canada,307077
13.0,24,31,0,-,7.75,-,0,0,13.0,0,175,49,13.46,301,58.13,0,0,26,2,1.0,0.0,Batsman,Trevin Bastiampillai,Canada,23874
10.0,474,448,12,37.33,5.67,39.5,1,0,10.0,0,59,24,7.37,89,66.29,0,0,4,1,3.0,0.0,Bowler,Balaji Rao,Canada,26826
32.0,1551,1348,44,30.63,5.21,35.2,0,0,32.0,7,220,33,14.66,339,64.89,0,0,13,0,9.0,0.0,Allrounder,Harvir Baidwan,Canada,355583
62.0,-,-,-,-,-,-,-,-,62.0,8,1964,137*,37.76,2995,65.57,2,16,182,8,59.0,9.0,Wicketkeeper batsman,Ashish Bagai,Canada,23797
1.0,36,31,0,-,5.16,-,0,0,1.0,-,-,-,-,-,-,-,-,-,-,0.0,0.0,Bowler,Nikhil Dutta,Canada,348135
13.0,612,485,12,40.41,4.75,51,0,0,13.0,5,8,3*,2.66,55,14.54,0,0,0,0,2.0,0.0,Bowler,Parth Desai,Canada,440977
2.0,-,-,-,-,-,-,-,-,2.0,1,25,25*,-,19,131.57,0,0,2,2,0.0,0.0,Batsman,Jawad Dawood,Canada,418617
32.0,1435,1067,36,29.63,4.46,39.8,0,0,32.0,2,799,111,26.63,767,104.17,1,5,93,20,17.0,0.0,Allrounder,John Davison,Canada,23852
4.0,96,74,2,37,4.62,48,0,0,4.0,0,82,48,27.33,170,48.23,0,0,10,0,0.0,0.0,Middle-order batsman,Ramesh David,Canada,365126
4.0,72,48,2,24,4,36,0,0,4.0,0,95,40,31.66,137,69.34,0,0,11,2,2.0,0.0,Allrounder,Damodar Daesrath,Canada,51739
19.0,-,-,-,-,-,-,-,-,19.0,0,455,72,23.94,677,67.2,0,6,40,11,7.0,0.0,Top-order batsman,Ruvindu Gunasekera,Canada,307075
5.0,15,25,0,-,10,-,0,0,5.0,0,27,9,5.4,59,45.76,0,0,2,0,2.0,0.0,Middle-order batsman,Tyson Gordon,Canada,208755
5.0,204,191,6,31.83,5.61,34,0,0,5.0,2,7,4,3.5,28,25,0,0,0,0,0.0,0.0,Bowler,Jeremy Gordon,Canada,276370
5.0,169,181,3,60.33,6.42,56.3,0,0,5.0,2,49,27,16.33,60,81.66,0,0,5,3,1.0,0.0,Bowler,Calvert Hooper,Canada,313430
24.0,445,413,7,59,5.56,63.5,0,0,24.0,4,421,70*,23.38,725,58.06,0,2,27,8,7.0,0.0,Allrounder,Jimmy Hansra,Canada,418615
7.0,-,-,-,-,-,-,-,-,7.0,0,116,71,16.57,157,73.88,0,1,15,2,5.0,1.0,Wicketkeeper,Hamza Tariq,Canada,414397
9.0,400,302,4,75.5,4.53,100,0,0,9.0,3,67,25,13.4,144,46.52,0,0,2,1,3.0,0.0,Allrounder,Junaid Siddiqui,Canada,494847
3.0,102,85,2,42.5,5,51,0,0,3.0,1,87,46*,43.5,79,110.12,0,0,10,3,0.0,0.0,Batsman,Karun Jethi,Canada,23862
25.0,1186,1029,36,28.58,5.2,32.9,3,1,25.0,6,165,35*,12.69,285,57.89,0,0,9,4,3.0,0.0,Bowler,Khurram Chohan,Canada,41224
5.0,48,48,0,-,6,-,0,0,5.0,0,21,17,10.5,38,55.26,0,0,0,0,1.0,0.0,Middle-order batsman,Shaheed Keshvani,Canada,23879
5.0,174,143,4,35.75,4.93,43.5,0,0,5.0,1,23,12,11.5,41,56.09,0,0,0,0,0.0,0.0,Bowler,Eion Katchay,Canada,52300
2.0,1,4,0,-,24,-,0,0,2.0,1,97,69*,97,156,62.17,0,1,4,3,0.0,0.0,Batsman,Arvind Kandappah,Canada,313432
2.0,47,47,4,11.75,6,11.7,1,0,2.0,0,2,2,2,2,100,0,0,0,0,0.0,0.0,Bowler,Kenneth Kamyuka,Canada,26135
1.0,60,64,0,-,6.4,-,0,0,1.0,0,1,1,1,11,9.09,0,0,0,0,0.0,0.0,Bowler,Mohsin Mulla,Canada,299821
24.0,-,-,-,-,-,-,-,-,24.0,0,482,58,20.08,595,81,0,1,47,13,9.0,5.0,Batsman,Ashif Mulla,Canada,23899
5.0,-,-,-,-,-,-,-,-,5.0,0,54,30,10.8,80,67.5,0,0,9,0,0.0,0.0,Batsman,Mohammad Iqbal,Canada,41440
6.0,27,22,0,-,4.88,-,0,0,6.0,1,98,53*,19.6,264,37.12,0,1,12,0,2.0,0.0,Batsman,Ishwar Maraj,Canada,23846
42.0,1692,1389,45,30.86,4.92,37.6,2,0,42.0,13,64,21*,4.26,130,49.23,0,0,5,0,11.0,0.0,Bowler,Henry Osinde,Canada,212175
2.0,90,76,2,38,5.06,45,0,0,2.0,0,21,20,10.5,48,43.75,0,0,1,0,1.0,0.0,Bowler,Jason Patraj,Canada,23781
1.0,36,50,2,25,8.33,18,0,0,1.0,0,2,2,2,9,22.22,0,0,0,0,0.0,0.0,Bowler,Rayyan Pathan,Canada,521478
23.0,409,353,10,35.3,5.17,40.9,1,0,23.0,1,468,62,21.27,584,80.13,0,2,56,8,7.0,0.0,Batsman,Hiral Patel,Canada,414248
17.0,182,132,5,26.4,4.35,36.4,0,0,17.0,1,244,70,15.25,383,63.7,0,2,28,2,5.0,0.0,Batsman,Qaiser Ali,Canada,216920
33.0,1330,1095,32,34.21,4.93,41.5,0,0,33.0,1,764,94,24.64,685,111.53,0,6,92,35,15.0,0.0,Top-order batsman,Rizwan Cheema,Canada,361952
6.0,122,128,1,128,6.29,122,0,0,6.0,0,225,88,45,262,85.87,0,3,30,0,4.0,0.0,Middle-order batsman,Raza-ur-Rehman,Canada,259413
1.0,-,-,-,-,-,-,-,-,1.0,0,0,0,0,3,0,0,0,0,0,0.0,0.0,Wicketkeeper,Darren Ramsammy,Canada,500236
23.0,-,-,-,-,-,-,-,-,23.0,3,328,49,17.26,656,50,0,0,31,0,6.0,0.0,Middle-order batsman,Zubin Surkari,Canada,23803
4.0,113,94,3,31.33,4.99,37.6,0,0,4.0,0,14,6,3.5,20,70,0,0,1,0,1.0,0.0,Bowler,Durand Soraine,Canada,23887
1.0,-,-,-,-,-,-,-,-,1.0,0,4,4,4,12,33.33,0,0,0,0,0.0,0.0,Batsman,Shahzad Khan,Canada,299814
1.0,18,24,0,-,8,-,0,0,1.0,0,3,3,3,28,10.71,0,0,0,0,0.0,0.0,Opening batsman,Aftab Shamsudeen,Canada,23866
1.0,-,-,-,-,-,-,-,-,1.0,1,13,13*,-,12,108.33,0,0,0,0,2.0,0.0,Batsman,Surendra Seeraj,Canada,23900
3.0,60,63,0,-,6.3,-,0,0,3.0,0,19,16,9.5,31,61.29,0,0,1,0,0.0,0.0,Batsman,Sami Faridi,Canada,43041
1.0,-,-,-,-,-,-,-,-,1.0,0,18,18,18,41,43.9,0,0,2,0,0.0,0.0,Batsman,Karl Whatham,Canada,492924
3.0,120,147,0,-,7.35,-,0,0,3.0,1,41,32,20.5,78,52.56,0,0,5,1,1.0,0.0,Bowler,Steven Welsh,Canada,8432
2.0,-,-,-,-,-,-,-,-,2.0,0,50,43,25,111,45.04,0,0,3,1,0.0,0.0,Top-order batsman,Zeeshan Siddiqi,Canada,43751
1.0,30,35,2,17.5,7,15,0,0,1.0,1,3,3*,-,13,23.07,0,0,0,0,0.0,0.0,Bowler,Zameer Zahir,Canada,409474
2.0,120,94,2,47,4.7,60,0,0,2.0,1,9,7*,9,31,29.03,0,0,1,0,1.0,0.0,Bowler,Zahid Hussain,Canada,43726
9.0,-,-,-,-,-,-,-,-,9.0,0,250,59,27.77,398,62.81,0,1,24,6,10.0,6.0,Wicketkeeper,Jamie Atkinson,Hong Kong,292152
18.0,337,167,14,11.92,2.97,24,0,0,18.0,2,828,143*,51.75,1080,76.66,1,7,71,9,5.0,0.0,Wicketkeeper batsman,Anshy Rath,Hong Kong,452472
4.0,-,-,-,-,-,-,-,-,4.0,1,36,18,12,69,52.17,0,0,1,0,1.0,0.0,Wicketkeeper batsman,Ankur Vasishta,Hong Kong,717099
19.0,728,680,16,42.5,5.6,45.5,0,0,19.0,2,260,44,20,374,69.51,0,0,16,8,3.0,0.0,Allrounder,Aizaz Khan,Hong Kong,401540
4.0,180,227,4,56.75,7.56,45,0,0,4.0,1,22,22,7.33,52,42.3,0,0,4,0,1.0,0.0,Bowler,Afzaal Haider,Hong Kong,39121
22.0,6,9,0,-,9,-,0,0,22.0,2,784,89,39.2,999,78.47,0,8,70,26,11.0,0.0,Batsman,Babar Hayat,Hong Kong,539304
11.0,-,-,-,-,-,-,-,-,11.0,0,114,43,12.66,186,61.29,0,0,16,0,10.0,2.0,Wicketkeeper batsman,Christopher Carter,Hong Kong,919493
2.0,-,-,-,-,-,-,-,-,2.0,0,54,38,27,70,77.14,0,0,6,0,4.0,1.0,Wicketkeeper batsman,Ryan Campbell,Hong Kong,4527
12.0,513,458,16,28.62,5.35,32,2,0,12.0,4,30,11,5,87,34.48,0,0,2,0,2.0,0.0,Bowler,Ehsan Nawaz,Hong Kong,718553
15.0,807,594,29,20.48,4.41,27.8,1,0,15.0,3,102,27*,11.33,228,44.73,0,0,8,0,3.0,0.0,Bowler,Ehsan Khan,Hong Kong,40082
7.0,342,288,11,26.18,5.05,31,0,0,7.0,1,112,42,22.4,85,131.76,0,0,8,8,4.0,0.0,Bowler,Haseeb Amjad,Hong Kong,539305
6.0,290,299,8,37.37,6.18,36.2,0,0,6.0,0,99,37,16.5,125,79.2,0,0,14,3,2.0,0.0,Allrounder,Irfan Ahmed,Hong Kong,208253
35.0,326,355,10,35.5,6.53,32.6,0,0,35.0,3,783,101,25.25,1222,64.07,1,4,86,16,8.0,0.0,Batsman,Irving Romaine,Bermuda,23725
